PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,CabinDeck,CabinNum,CabinSide
2252_01,Earth,False,,37.0,False,0.0,1368.0,0.0,,960.0,0,G,363,P
2253_01,Earth,False,TRAPPIST-1e,54.0,False,701.0,32.0,171.0,8.0,0.0,0,G,359,S
2254_01,Earth,False,TRAPPIST-1e,26.0,False,0.0,10.0,0.0,702.0,1.0,0,F,455,P
2255_01,Europa,True,55 Cancri e,44.0,False,0.0,0.0,0.0,0.0,0.0,1,C,75,P
2255_02,Europa,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,1,C,75,P
2257_01,Europa,False,TRAPPIST-1e,27.0,True,0.0,3341.0,,80.0,654.0,1,C,76,P
2257_02,Europa,True,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,1,B,66,P
2258_01,Earth,True,TRAPPIST-1e,46.0,False,,0.0,0.0,0.0,0.0,1,G,364,P
2261_01,Earth,False,TRAPPIST-1e,29.0,False,0.0,0.0,885.0,0.0,0.0,1,F,441,S
2262_01,Earth,False,55 Cancri e,43.0,False,485.0,4.0,136.0,48.0,0.0,0,G,365,P
2263_01,Earth,False,TRAPPIST-1e,42.0,False,0.0,0.0,32.0,772.0,0.0,0,F,456,P
2264_01,Earth,False,TRAPPIST-1e,39.0,False,0.0,0.0,13.0,0.0,868.0,1,F,442,S
2266_01,Mars,False,TRAPPIST-1e,30.0,False,616.0,0.0,185.0,210.0,475.0,0,F,457,P
2267_01,Mars,False,TRAPPIST-1e,43.0,False,2318.0,0.0,647.0,81.0,0.0,1,E,161,S
2268_01,Earth,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,0,G,366,P
2270_01,Mars,False,TRAPPIST-1e,46.0,False,171.0,0.0,1257.0,5.0,0.0,1,F,459,P
2272_01,Earth,False,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,1,G,367,P
2272_02,Earth,True,55 Cancri e,21.0,False,0.0,0.0,0.0,0.0,0.0,1,,,
2272_03,Earth,False,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,1,G,367,P
2273_01,Earth,False,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,10.0,778.0,0,E,162,S
2274_01,Europa,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,1,C,79,P
2275_01,Mars,False,PSO J318.5-22,36.0,False,241.0,0.0,670.0,0.0,0.0,0,F,460,P
2277_01,Earth,False,TRAPPIST-1e,19.0,False,26.0,313.0,470.0,0.0,0.0,0,G,362,S
2278_01,Europa,True,55 Cancri e,18.0,False,0.0,0.0,,0.0,0.0,1,C,80,P
2279_01,Europa,False,55 Cancri e,47.0,False,0.0,140.0,,85.0,3970.0,0,B,91,S
2280_01,Europa,False,TRAPPIST-1e,18.0,False,20.0,1064.0,0.0,0.0,11643.0,0,B,92,S
2281_01,Earth,False,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,1,E,136,P
2282_01,Earth,,TRAPPIST-1e,20.0,False,0.0,544.0,1.0,0.0,378.0,0,F,461,P
2284_01,Mars,False,TRAPPIST-1e,18.0,False,262.0,302.0,1127.0,4225.0,0.0,0,F,463,P
2287_01,Earth,False,TRAPPIST-1e,37.0,False,0.0,1.0,0.0,219.0,,0,F,464,P
2288_01,Earth,False,TRAPPIST-1e,22.0,False,12.0,746.0,802.0,58.0,0.0,0,E,163,S
2289_01,Mars,False,TRAPPIST-1e,37.0,False,20.0,0.0,2559.0,20.0,0.0,1,F,465,P
2291_01,Earth,,55 Cancri e,6.0,False,0.0,0.0,0.0,,0.0,0,G,365,S
2291_02,Earth,False,TRAPPIST-1e,36.0,False,3.0,0.0,435.0,8.0,277.0,0,G,365,S
2291_03,Earth,False,55 Cancri e,46.0,False,426.0,37.0,0.0,0.0,568.0,0,F,445,S
2295_01,Earth,False,TRAPPIST-1e,75.0,False,0.0,0.0,1224.0,,1769.0,0,F,466,P
2295_02,Earth,False,TRAPPIST-1e,37.0,False,0.0,8.0,70.0,360.0,258.0,0,F,466,P
2296_01,Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,,0.0,0.0,1,G,369,P
2298_01,Earth,False,PSO J318.5-22,33.0,False,270.0,412.0,1.0,,5.0,0,F,467,P
2299_01,Mars,False,TRAPPIST-1e,35.0,False,174.0,0.0,381.0,0.0,62.0,0,F,448,S
2300_01,Europa,False,55 Cancri e,19.0,False,0.0,,0.0,0.0,8195.0,0,C,81,P
2300_02,Europa,False,55 Cancri e,34.0,False,0.0,22.0,,3028.0,3768.0,0,C,81,P
2301_01,Earth,False,TRAPPIST-1e,23.0,False,1010.0,0.0,33.0,10.0,0.0,1,F,449,S
2301_02,Earth,False,55 Cancri e,37.0,False,1508.0,,0.0,1.0,0.0,0,G,367,S
2301_03,Earth,False,55 Cancri e,24.0,False,1367.0,0.0,1.0,0.0,0.0,0,F,449,S
2302_01,Europa,False,TRAPPIST-1e,54.0,True,0.0,3381.0,0.0,4463.0,34.0,0,A,18,P
2303_01,Mars,False,55 Cancri e,52.0,False,1377.0,0.0,32.0,22.0,0.0,1,F,468,P
2305_01,Earth,True,TRAPPIST-1e,60.0,False,0.0,0.0,0.0,0.0,0.0,0,G,368,S
2306_01,Europa,False,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,1,C,82,P
2306_02,Europa,False,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,1,C,82,P
2306_04,Europa,False,55 Cancri e,27.0,False,0.0,12077.0,0.0,75.0,0.0,1,C,82,P
2306_05,Europa,True,55 Cancri e,48.0,False,0.0,0.0,0.0,0.0,0.0,1,C,82,P
2306_06,Europa,False,55 Cancri e,47.0,False,1320.0,428.0,4.0,24.0,0.0,0,C,82,P
2308_02,Europa,False,55 Cancri e,49.0,False,9.0,2426.0,95.0,1249.0,168.0,0,D,77,S
2308_03,Europa,False,TRAPPIST-1e,33.0,False,0.0,2012.0,1.0,9124.0,4.0,0,D,77,S
2308_04,Europa,False,TRAPPIST-1e,67.0,False,0.0,4715.0,0.0,599.0,6.0,1,D,77,S
2309_01,Earth,True,PSO J318.5-22,5.0,False,0.0,0.0,0.0,0.0,0.0,0,G,371,P
2310_01,Europa,True,55 Cancri e,60.0,False,0.0,0.0,0.0,0.0,0.0,1,D,68,P
2310_02,Europa,True,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,1,D,68,P
2311_01,Earth,False,TRAPPIST-1e,33.0,False,0.0,763.0,1.0,66.0,84.0,0,G,372,P
2312_01,,True,TRAPPIST-1e,28.0,False,0.0,0.0,,0.0,0.0,0,G,369,S
2313_01,Mars,False,TRAPPIST-1e,29.0,False,1365.0,0.0,791.0,210.0,0.0,0,F,469,P
2314_01,Earth,True,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,0,G,370,S
2315_01,Europa,True,55 Cancri e,34.0,False,0.0,0.0,0.0,0.0,0.0,1,B,67,P
2317_01,Earth,False,TRAPPIST-1e,39.0,False,0.0,454.0,0.0,454.0,0.0,0,G,372,S
2318_01,Earth,False,TRAPPIST-1e,18.0,False,128.0,37.0,626.0,0.0,5.0,0,F,470,P
2320_01,Earth,False,55 Cancri e,,False,0.0,760.0,0.0,21.0,23.0,0,F,450,S
2321_01,Earth,True,PSO J318.5-22,25.0,False,0.0,0.0,0.0,0.0,0.0,1,G,373,S
2325_01,Earth,True,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,0,G,374,S
2327_01,Europa,False,TRAPPIST-1e,32.0,False,0.0,4106.0,388.0,892.0,2.0,1,B,68,P
2329_01,Mars,True,TRAPPIST-1e,29.0,False,0.0,,0.0,0.0,0.0,1,F,472,P
2333_01,Mars,False,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,0,E,137,P
2336_01,Europa,True,55 Cancri e,45.0,False,0.0,0.0,0.0,0.0,0.0,1,A,30,S
2336_02,Europa,False,TRAPPIST-1e,44.0,True,1409.0,910.0,17.0,1452.0,3782.0,0,A,30,S
2338_01,Earth,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,1,G,376,P
2338_02,Earth,False,TRAPPIST-1e,26.0,False,14.0,0.0,0.0,857.0,0.0,0,F,474,P
2339_01,Mars,False,TRAPPIST-1e,46.0,False,1290.0,0.0,57.0,0.0,0.0,0,F,475,P
2340_01,Earth,False,PSO J318.5-22,24.0,False,0.0,0.0,648.0,0.0,0.0,0,F,454,S
2345_01,Earth,True,PSO J318.5-22,53.0,False,0.0,,0.0,0.0,0.0,0,G,378,S
2347_01,Earth,,55 Cancri e,28.0,False,613.0,22.0,0.0,0.0,0.0,0,F,477,P
2347_02,Earth,True,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,1,G,377,P
2347_03,Earth,True,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,0,G,377,P
2347_04,Earth,True,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,1,G,377,P
2347_05,Earth,True,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,1,G,377,P
2347_06,Earth,False,55 Cancri e,31.0,False,1.0,,2.0,605.0,0.0,0,G,377,P
2347_07,Earth,False,TRAPPIST-1e,9.0,False,,0.0,0.0,0.0,0.0,0,G,377,P
2349_01,Earth,False,TRAPPIST-1e,35.0,False,0.0,722.0,0.0,0.0,185.0,0,G,379,S
2353_01,Earth,False,TRAPPIST-1e,30.0,False,27.0,5412.0,86.0,,0.0,1,G,380,S
2353_02,Earth,False,55 Cancri e,13.0,False,880.0,0.0,0.0,0.0,0.0,0,F,457,S
2356_01,Mars,False,TRAPPIST-1e,45.0,True,773.0,82.0,0.0,6.0,0.0,0,D,80,S
2356_02,Mars,True,TRAPPIST-1e,4.0,False,0.0,,0.0,0.0,0.0,1,D,80,S
2356_03,Mars,True,TRAPPIST-1e,21.0,False,0.0,,0.0,0.0,0.0,1,D,80,S
2357_01,Earth,False,TRAPPIST-1e,20.0,False,0.0,409.0,994.0,215.0,0.0,0,E,139,P
2360_01,Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,1,G,379,P
2361_01,Earth,True,PSO J318.5-22,3.0,False,0.0,0.0,0.0,0.0,0.0,0,G,380,P
2361_02,Earth,False,,29.0,False,0.0,0.0,792.0,0.0,0.0,1,F,481,P
2365_01,Europa,True,TRAPPIST-1e,50.0,False,0.0,0.0,,0.0,0.0,1,D,71,P
2366_01,Mars,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,0,F,482,P
2367_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,1.0,644.0,0.0,0,F,483,P
2368_01,Mars,False,TRAPPIST-1e,22.0,False,579.0,0.0,267.0,0.0,108.0,0,E,141,P
2369_01,Earth,False,TRAPPIST-1e,30.0,False,3.0,0.0,880.0,0.0,40.0,0,F,484,P
2373_01,Europa,False,TRAPPIST-1e,36.0,False,0.0,4756.0,0.0,7818.0,96.0,0,D,81,S
2374_01,Mars,False,TRAPPIST-1e,20.0,False,464.0,0.0,1432.0,0.0,0.0,1,E,166,S
2375_01,Earth,False,55 Cancri e,22.0,False,0.0,0.0,659.0,94.0,0.0,1,G,383,P
2376_01,Earth,False,55 Cancri e,22.0,False,0.0,30.0,0.0,0.0,673.0,0,F,459,S
2377_01,Europa,True,PSO J318.5-22,32.0,False,0.0,0.0,0.0,0.0,0.0,1,C,83,P
2382_01,Earth,False,55 Cancri e,41.0,False,0.0,33.0,0.0,1324.0,0.0,0,F,488,P
2384_01,Earth,True,TRAPPIST-1e,57.0,False,0.0,0.0,0.0,0.0,0.0,0,G,383,S
2384_02,Earth,True,PSO J318.5-22,3.0,False,0.0,0.0,0.0,0.0,0.0,0,G,383,S
2384_05,Earth,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,,0.0,0,G,383,S
2384_06,Earth,,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,0,G,383,S
2384_07,,True,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,1,,,
2385_01,Mars,False,TRAPPIST-1e,23.0,False,1773.0,0.0,78.0,0.0,3.0,0,F,461,S
2387_01,Earth,False,TRAPPIST-1e,58.0,False,,400.0,0.0,690.0,490.0,1,E,142,P
2389_01,Earth,False,TRAPPIST-1e,22.0,False,0.0,46.0,0.0,676.0,0.0,0,G,384,S
2390_01,Earth,,TRAPPIST-1e,24.0,False,0.0,0.0,,59.0,4120.0,0,G,385,P
2391_01,Earth,False,TRAPPIST-1e,20.0,False,768.0,19.0,0.0,1.0,0.0,0,E,143,P
2392_01,,True,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,1,G,386,P
2395_01,Earth,False,TRAPPIST-1e,49.0,False,712.0,1.0,0.0,0.0,,0,G,387,P
2396_01,Earth,False,TRAPPIST-1e,46.0,False,0.0,557.0,0.0,287.0,781.0,0,E,168,S
2396_02,Earth,False,TRAPPIST-1e,30.0,False,854.0,0.0,30.0,0.0,0.0,0,G,386,S
2397_01,Earth,False,55 Cancri e,36.0,False,0.0,810.0,0.0,0.0,0.0,0,G,387,S
2398_01,Earth,False,TRAPPIST-1e,21.0,False,0.0,780.0,44.0,0.0,5.0,0,F,490,P
2399_01,Mars,False,TRAPPIST-1e,25.0,True,854.0,0.0,319.0,0.0,0.0,0,E,169,S
2402_01,Earth,True,TRAPPIST-1e,13.0,False,0.0,0.0,,0.0,0.0,0,G,389,P
2403_01,Earth,False,,25.0,False,7.0,0.0,0.0,877.0,0.0,0,G,388,S
2404_01,Europa,False,TRAPPIST-1e,29.0,False,0.0,544.0,7.0,2650.0,1561.0,0,C,86,S
2404_02,Europa,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,1,C,86,S
2404_03,Europa,False,55 Cancri e,36.0,False,828.0,5553.0,130.0,47.0,1171.0,1,C,86,S
2404_04,,True,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,1,C,86,S
2406_01,Mars,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,1,F,465,S
2409_01,Earth,False,55 Cancri e,22.0,False,292.0,395.0,0.0,0.0,3.0,0,F,492,P
2409_02,Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,1,G,390,P
2411_01,Earth,False,TRAPPIST-1e,29.0,False,19.0,2115.0,17.0,,0.0,1,F,493,P
2412_01,Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,1,G,392,P
2413_01,Earth,True,PSO J318.5-22,18.0,False,0.0,0.0,0.0,0.0,0.0,1,G,390,S
2414_01,Europa,False,TRAPPIST-1e,42.0,False,0.0,1829.0,2.0,3133.0,2447.0,0,T,1,P
2416_01,Earth,False,TRAPPIST-1e,43.0,False,9.0,0.0,1079.0,0.0,729.0,0,G,391,S
2417_01,Earth,False,TRAPPIST-1e,32.0,False,11.0,31.0,0.0,836.0,9.0,0,G,393,P
2424_01,Earth,False,TRAPPIST-1e,34.0,False,34.0,223.0,1559.0,0.0,0.0,1,G,393,S
2426_01,Mars,True,TRAPPIST-1e,70.0,False,0.0,0.0,0.0,0.0,0.0,1,F,466,S
2426_02,Mars,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,1,F,466,S
2427_01,Europa,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,1,B,94,S
2429_01,Earth,False,TRAPPIST-1e,17.0,False,112.0,56.0,332.0,0.0,606.0,0,F,497,P
2431_01,Earth,False,TRAPPIST-1e,13.0,False,0.0,2.0,0.0,566.0,208.0,0,F,498,P
2432_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,79.0,,0.0,0,F,499,P
2433_01,Europa,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,,0.0,1,C,84,P
2435_01,Earth,False,TRAPPIST-1e,33.0,False,4.0,0.0,28.0,0.0,2757.0,0,F,467,S
2436_01,Earth,False,TRAPPIST-1e,21.0,False,759.0,0.0,0.0,,40.0,0,F,501,P
2438_01,Mars,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,1,F,503,P
2439_01,Earth,False,TRAPPIST-1e,24.0,False,227.0,537.0,13.0,0.0,0.0,1,F,504,P
2441_01,Earth,False,55 Cancri e,17.0,False,0.0,11.0,493.0,0.0,372.0,0,F,468,S
2442_01,Mars,True,TRAPPIST-1e,34.0,,0.0,0.0,0.0,0.0,0.0,1,F,505,P
2443_01,,False,TRAPPIST-1e,31.0,False,1458.0,421.0,76.0,0.0,0.0,0,D,72,P
2444_01,Earth,False,55 Cancri e,43.0,False,6.0,236.0,3.0,448.0,54.0,0,F,506,P
2446_01,Earth,False,TRAPPIST-1e,33.0,False,0.0,0.0,661.0,0.0,94.0,1,F,507,P
2449_01,Mars,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,1,F,508,P
2449_02,Mars,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,0,E,146,P
2449_03,Mars,True,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,1,F,508,P
2451_01,,True,PSO J318.5-22,16.0,False,0.0,0.0,0.0,0.0,0.0,0,G,395,S
2453_01,Mars,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,1,E,147,P
2454_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,157.0,644.0,0,F,510,P
2455_01,Mars,False,TRAPPIST-1e,42.0,False,554.0,0.0,1168.0,0.0,275.0,0,F,471,S
2456_01,Earth,True,PSO J318.5-22,13.0,False,0.0,0.0,0.0,0.0,0.0,0,G,399,P
2457_01,Earth,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,1,G,400,P
2460_01,Earth,True,PSO J318.5-22,28.0,False,0.0,0.0,0.0,0.0,0.0,1,G,402,P
2461_01,,True,TRAPPIST-1e,69.0,False,0.0,0.0,0.0,0.0,0.0,0,G,396,S
2462_01,Earth,True,PSO J318.5-22,15.0,,0.0,0.0,0.0,0.0,0.0,0,G,397,S
2466_01,Earth,False,TRAPPIST-1e,42.0,False,,1.0,61.0,897.0,0.0,0,F,472,S
2467_01,Mars,False,TRAPPIST-1e,42.0,False,999.0,0.0,49.0,0.0,11.0,0,D,83,S
2470_01,Earth,False,TRAPPIST-1e,23.0,False,139.0,0.0,0.0,567.0,0.0,0,G,398,S
2472_01,Earth,False,TRAPPIST-1e,30.0,False,756.0,4.0,30.0,0.0,0.0,0,E,173,S
2474_01,Mars,True,TRAPPIST-1e,36.0,False,0.0,0.0,,0.0,0.0,1,F,475,S
2475_01,Europa,False,TRAPPIST-1e,,False,0.0,27.0,0.0,3573.0,3643.0,0,C,85,P
2476_01,Earth,False,TRAPPIST-1e,35.0,,0.0,0.0,1.0,0.0,1264.0,0,F,512,P
2477_01,Europa,True,TRAPPIST-1e,21.0,False,0.0,,0.0,0.0,0.0,1,C,86,P
2477_02,Europa,True,55 Cancri e,50.0,False,0.0,0.0,0.0,0.0,0.0,1,C,86,P
2478_01,Earth,True,TRAPPIST-1e,52.0,False,0.0,0.0,0.0,0.0,0.0,0,G,404,P
2479_01,Earth,True,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,0,,,
2480_01,Earth,False,55 Cancri e,41.0,False,682.0,0.0,0.0,0.0,17.0,0,F,476,S
2488_01,Mars,False,TRAPPIST-1e,69.0,False,4483.0,0.0,525.0,0.0,500.0,0,D,85,S
2491_01,Earth,False,PSO J318.5-22,25.0,False,2.0,2762.0,552.0,0.0,1391.0,0,G,401,S
2492_01,Mars,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,1,F,480,S
2496_01,Earth,False,TRAPPIST-1e,25.0,False,64.0,0.0,0.0,660.0,0.0,0,F,481,S
2497_01,Earth,False,55 Cancri e,36.0,False,0.0,0.0,0.0,33.0,619.0,0,,,
2498_01,Earth,False,TRAPPIST-1e,14.0,False,148.0,0.0,34.0,808.0,0.0,0,E,176,S
2499_01,Europa,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,1,C,89,S
2500_01,Earth,False,TRAPPIST-1e,22.0,False,272.0,44.0,0.0,1064.0,418.0,0,G,403,S
2502_01,Earth,False,TRAPPIST-1e,24.0,False,873.0,12.0,1.0,0.0,3.0,0,G,404,S
2503_01,Mars,False,TRAPPIST-1e,,False,311.0,0.0,745.0,232.0,0.0,0,F,516,P
2503_02,Mars,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,1,F,516,P
2505_02,Earth,False,TRAPPIST-1e,19.0,False,0.0,5.0,4.0,541.0,238.0,0,E,149,P
2506_01,,False,55 Cancri e,38.0,False,0.0,2506.0,46.0,11001.0,5.0,0,A,19,P
2506_02,Europa,True,55 Cancri e,39.0,False,0.0,0.0,0.0,0.0,0.0,1,A,19,P
2506_03,Europa,False,55 Cancri e,23.0,False,36.0,2467.0,0.0,381.0,803.0,0,A,19,P
2508_01,Europa,True,55 Cancri e,57.0,False,0.0,,0.0,0.0,0.0,1,D,86,S
2508_02,Europa,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,1,D,86,S
2509_01,Earth,False,TRAPPIST-1e,43.0,False,0.0,9.0,1145.0,0.0,0.0,0,F,483,S
2512_01,Europa,False,55 Cancri e,33.0,False,0.0,8759.0,0.0,2788.0,4513.0,0,C,91,S
2512_02,Europa,True,55 Cancri e,37.0,False,0.0,0.0,0.0,0.0,0.0,1,C,91,S
2513_01,Earth,False,TRAPPIST-1e,28.0,False,0.0,55.0,0.0,656.0,0.0,0,,,
2515_01,Europa,False,55 Cancri e,28.0,True,2.0,2144.0,0.0,435.0,5872.0,0,B,96,S
2515_02,Europa,True,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,1,B,96,S
2518_01,Europa,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,1,C,87,P
2518_02,Europa,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,1,C,87,P
2519_01,Earth,False,TRAPPIST-1e,24.0,False,172.0,775.0,344.0,0.0,0.0,1,F,485,S
2521_01,Mars,True,TRAPPIST-1e,43.0,,0.0,0.0,0.0,0.0,0.0,0,E,151,P
2523_01,Europa,True,55 Cancri e,23.0,False,0.0,0.0,,0.0,0.0,1,B,73,P
2524_01,Europa,True,55 Cancri e,27.0,False,0.0,0.0,0.0,,0.0,1,D,74,P
2527_01,Earth,True,PSO J318.5-22,38.0,,0.0,0.0,0.0,0.0,0.0,1,G,405,S
2530_01,Mars,False,TRAPPIST-1e,25.0,False,1734.0,1.0,189.0,1.0,0.0,0,F,488,S
2531_01,Earth,True,PSO J318.5-22,25.0,False,0.0,0.0,0.0,0.0,0.0,1,G,407,P
2532_02,Mars,True,TRAPPIST-1e,69.0,False,0.0,0.0,0.0,0.0,0.0,1,F,489,S
2534_02,Europa,True,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,1,B,75,P
2535_01,Earth,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,0,G,409,P
2537_01,Earth,False,PSO J318.5-22,23.0,False,0.0,9.0,292.0,35.0,349.0,1,E,152,P
2540_01,Mars,False,TRAPPIST-1e,24.0,False,345.0,0.0,451.0,0.0,582.0,0,E,177,S
2541_01,Europa,False,,44.0,False,0.0,1482.0,127.0,1555.0,1257.0,0,B,77,P
2542_01,Mars,False,TRAPPIST-1e,29.0,False,834.0,0.0,28.0,117.0,41.0,0,E,153,P
2544_01,Europa,False,55 Cancri e,6.0,False,0.0,0.0,0.0,0.0,0.0,1,B,97,S
2544_02,Europa,False,TRAPPIST-1e,42.0,False,41.0,1912.0,0.0,1899.0,43.0,0,B,97,S
2545_01,Earth,True,55 Cancri e,78.0,False,0.0,0.0,0.0,0.0,0.0,0,G,410,P
2546_01,Earth,False,TRAPPIST-1e,36.0,False,548.0,179.0,24.0,0.0,77.0,0,F,491,S
2547_01,Europa,False,55 Cancri e,37.0,False,0.0,100.0,0.0,1402.0,1462.0,0,,,
2548_01,Earth,False,TRAPPIST-1e,18.0,False,852.0,48.0,0.0,7.0,0.0,0,G,407,S
2549_01,Mars,False,TRAPPIST-1e,62.0,False,1663.0,0.0,23.0,2.0,12.0,0,F,522,P
2549_02,Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,1,F,522,P
2549_03,Mars,False,TRAPPIST-1e,55.0,False,1281.0,0.0,7.0,1.0,0.0,0,F,522,P
2550_01,Earth,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,1,G,411,P
2551_01,Earth,False,TRAPPIST-1e,32.0,False,238.0,156.0,3.0,2.0,324.0,0,F,523,P
2552_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,1124.0,4.0,0.0,0.0,1,F,492,S
2552_02,Earth,False,55 Cancri e,7.0,False,0.0,0.0,0.0,0.0,,1,G,408,S
2552_03,Earth,False,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,1,G,408,S
2555_01,Europa,True,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,1,B,78,P
2555_02,Europa,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,1,B,78,P
2557_01,Europa,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,1,C,92,S
2558_01,Mars,False,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,1,F,525,P
2558_02,Mars,,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,1,F,525,P
2558_03,Mars,False,TRAPPIST-1e,55.0,False,403.0,0.0,922.0,0.0,0.0,1,F,525,P
2558_04,Mars,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,1,F,525,P
2559_01,Europa,False,TRAPPIST-1e,51.0,False,0.0,1949.0,0.0,2549.0,39.0,0,,,
2560_02,Earth,False,TRAPPIST-1e,21.0,False,882.0,0.0,0.0,,0.0,0,G,412,P
2560_03,Earth,False,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,0,G,412,P
2561_01,Earth,False,TRAPPIST-1e,19.0,False,194.0,44.0,0.0,549.0,1.0,0,E,178,S
2562_01,Mars,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,1,F,526,P
2562_02,Mars,False,TRAPPIST-1e,20.0,False,2502.0,0.0,96.0,0.0,0.0,0,F,526,P
2564_01,Europa,False,TRAPPIST-1e,42.0,False,2.0,3024.0,0.0,89.0,10.0,1,E,179,S
2565_01,Mars,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,1,F,527,P
2565_02,Mars,False,TRAPPIST-1e,32.0,False,598.0,0.0,138.0,0.0,624.0,0,E,155,P
2571_01,Earth,False,TRAPPIST-1e,28.0,False,145.0,8.0,557.0,0.0,74.0,1,G,414,P
2572_01,Europa,True,55 Cancri e,21.0,False,0.0,0.0,0.0,0.0,0.0,1,C,93,S
2573_01,Europa,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,1,C,90,P
2578_01,Earth,False,TRAPPIST-1e,18.0,False,1153.0,0.0,0.0,1409.0,195.0,0,F,498,S
2580_01,Earth,False,TRAPPIST-1e,24.0,False,19.0,676.0,0.0,26.0,0.0,0,G,412,S
